CID,CNTRY
CST-00012351,Brazil
CST-00012352,Brazil
CST-00012353,Brazil
CST-00012354,Brazil
CST-00012355,Brazil
CST-00012356,Brazil
CST-00012357,Brazil
CST-00012358,Brazil
CST-00012359,Brazil
CST-00012360,Brazil
CST-00012361,Brazil
CST-00012362,US
CST-00012363,Canada
CST-00012364,US
CST-00012365,US
CST-00012366,US
CST-00012367,United Kingdom
CST-00012368,France
CST-00012369,Brazil
CST-00012370,Brazil
CST-00012371,Brazil
CST-00012372,Brazil
CST-00012373,France
CST-00012374,France
CST-00012375,France
CST-00012376,United Kingdom
CST-00012377,DE
CST-00012378,DE
CST-00012379,DE
CST-00012380,United Kingdom
CST-00012381,United Kingdom
CST-00012382,United Kingdom
CST-00012383,France
CST-00012384,DE
CST-00012385,United Kingdom
CST-00012386,DE
CST-00012387,France
CST-00012388,DE
CST-00012389,France
CST-00012390,DE
CST-00012391,United Kingdom
CST-00012392,United Kingdom
CST-00012393,France
CST-00012394,United Kingdom
CST-00012395,France
CST-00012396,DE
CST-00012397,DE
CST-00012398,France
CST-00012399,DE
CST-00012400,DE
CST-00012401,DE
CST-00012402,United Kingdom
CST-00012403,United Kingdom
CST-00012404,United Kingdom
CST-00012405,United Kingdom
CST-00012406,DE
CST-00012407,DE
CST-00012408,DE
CST-00012409,US
CST-00012410,US
CST-00012411,US
CST-00012412,US
CST-00012413,US
CST-00012414,US
CST-00012415,US
CST-00012416,US
CST-00012417,US
CST-00012418,US
CST-00012419,US
CST-00012420,US
CST-00012421,US
CST-00012422,US
CST-00012423,US
CST-00012424,US
CST-00012425,US
CST-00012426,US
CST-00012427,US
CST-00012428,US
CST-00012429,US
CST-00012430,Canada
CST-00012431,Canada
CST-00012432,US
CST-00012433,US
CST-00012434,US
CST-00012435,US
CST-00012436,US
CST-00012437,US
CST-00012438,US
CST-00012439,US
CST-00012440,US
CST-00012441,US
CST-00012442,US
CST-00012443,US
CST-00012444,Canada
CST-00012445,US
CST-00012446,US
CST-00012447,Canada
CST-00012448,US
CST-00012449,Canada
CST-00012450,US
CST-00012451,Canada
CST-00012452,US
CST-00012453,US
CST-00012454,US
CST-00012455,US
CST-00012456,US
CST-00012457,US
CST-00012458,DE
CST-00012459,United Kingdom
CST-00012460,United Kingdom
CST-00012461,DE
CST-00012462,DE
CST-00012463,United Kingdom
CST-00012464,France
CST-00012465,United Kingdom
CST-00012466,France
CST-00012467,France
CST-00012468,France
CST-00012469,DE
CST-00012470,DE
CST-00012471,DE
CST-00012472,France
CST-00012473,United Kingdom
CST-00012474,France
CST-00012475,DE
CST-00012476,United Kingdom
CST-00012477,France
CST-00012478,DE
CST-00012479,DE
CST-00012480,France
CST-00012481,DE
CST-00012482,France
CST-00012483,France
CST-00012484,DE
CST-00012485,France
CST-00012486,United Kingdom
CST-00012487,DE
CST-00012488,France
CST-00012489,France
CST-00012490,France
CST-00012491,United Kingdom
CST-00012492,United Kingdom
CST-00012493,DE
CST-00012494,France
CST-00012495,DE
CST-00012496,United Kingdom
CST-00012497,DE
CST-00012498,DE
CST-00012499,DE
CST-00012500,DE
CST-00012501,DE
CST-00012502,United Kingdom
CST-00012503,United Kingdom
CST-00012504,United Kingdom
CST-00012505,United Kingdom
CST-00012506,United Kingdom
CST-00012507,DE
CST-00012508,United Kingdom
CST-00012509,France
CST-00012510,France
CST-00012511,France
CST-00012512,DE
CST-00012513,United Kingdom
CST-00012514,France
CST-00012515,France
CST-00012516,DE
CST-00012517,DE
CST-00012518,DE
CST-00012519,United Kingdom
CST-00012520,France
CST-00012521,DE
CST-00012522,France
CST-00012523,France
CST-00012524,France
CST-00012525,United Kingdom
CST-00012526,United Kingdom
CST-00012527,US
CST-00012528,US
CST-00012529,US
CST-00012530,Canada
CST-00012531,US
CST-00012532,Canada
CST-00012533,US
CST-00012534,France
CST-00012535,DE
CST-00012536,DE
CST-00012537,France
CST-00012538,DE
CST-00012539,France
CST-00012540,United Kingdom
CST-00012541,France
CST-00012542,France
CST-00012543,France
CST-00012544,DE
CST-00012545,United Kingdom
CST-00012546,DE
CST-00012547,France
CST-00012548,DE
CST-00012549,France
CST-00012550,United Kingdom
CST-00012551,United Kingdom
CST-00012552,France
CST-00012553,France
CST-00012554,United Kingdom
CST-00012555,France
CST-00012556,DE
CST-00012557,France
CST-00012558,DE
CST-00012559,United Kingdom
CST-00012560,United Kingdom
CST-00012561,France
CST-00012562,France
CST-00012563,United Kingdom
CST-00012564,United Kingdom
CST-00012565,France
CST-00012566,United Kingdom
CST-00012567,United Kingdom
CST-00012568,United Kingdom
CST-00012569,United Kingdom
CST-00012570,Brazil
CST-00012571,Brazil
CST-00012572,Brazil
CST-00012573,Brazil
CST-00012574,Brazil
CST-00012575,Brazil
CST-00012576,Brazil
CST-00012577,Brazil
CST-00012578,Brazil
CST-00012579,Brazil
CST-00012580,Brazil
CST-00012581,Brazil
CST-00012582,Brazil
CST-00012583,Brazil
CST-00012584,Brazil
CST-00012585,Brazil
CST-00012586,Brazil
CST-00012587,Brazil
CST-00012588,Brazil
CST-00012589,Brazil
CST-00012590,United Kingdom
CST-00012591,DE
CST-00012592,United Kingdom
CST-00012593,United Kingdom
CST-00012594,United Kingdom
CST-00012595,United Kingdom
CST-00012596,United Kingdom
CST-00012597,United Kingdom
CST-00012598,United Kingdom
CST-00012599,United Kingdom
CST-00012600,DE
CST-00012601,United Kingdom
CST-00012602,United Kingdom
CST-00012603,United Kingdom
CST-00012604,DE
CST-00012605,DE
CST-00012606,France
CST-00012607,France
CST-00012608,United Kingdom
CST-00012609,United Kingdom
CST-00012610,United Kingdom
CST-00012611,United Kingdom
CST-00012612,United Kingdom
CST-00012613,France
CST-00012614,France
CST-00012615,United Kingdom
CST-00012616,DE
CST-00012617,DE
CST-00012618,France
CST-00012619,United Kingdom
CST-00012620,France
CST-00012621,France
CST-00012622,United Kingdom
CST-00012623,United Kingdom
CST-00012624,DE
CST-00012625,France
CST-00012626,United Kingdom
CST-00012627,United Kingdom
CST-00012628,France
CST-00012629,DE
CST-00012630,United Kingdom
CST-00012631,France
CST-00012632,France
CST-00012633,United Kingdom
CST-00012634,United Kingdom
CST-00012635,France
CST-00012636,DE
CST-00012637,United Kingdom
CST-00012638,DE
CST-00012639,France
CST-00012640,United Kingdom
CST-00012641,France
CST-00012642,France
CST-00012643,DE
CST-00012644,United Kingdom
CST-00012645,United Kingdom
CST-00012646,DE
CST-00012647,United Kingdom
CST-00012648,United Kingdom
CST-00012649,France
CST-00012650,France
CST-00012651,France
CST-00012652,United Kingdom
CST-00012653,United Kingdom
CST-00012654,United Kingdom
CST-00012655,France
CST-00012656,France
CST-00012657,DE
CST-00012658,United Kingdom
CST-00012659,France
CST-00012660,France
CST-00012661,France
CST-00012662,France
CST-00012663,France
CST-00012664,United Kingdom
CST-00012665,Brazil
CST-00012666,Brazil
CST-00012667,Brazil
CST-00012668,Brazil
CST-00012669,Brazil
CST-00012670,Brazil
CST-00012671,Brazil
CST-00012672,Brazil
CST-00012673,Brazil
CST-00012674,Brazil
CST-00012675,Brazil
CST-00012676,Brazil
CST-00012677,Brazil
CST-00012678,Brazil
CST-00012679,Brazil
CST-00012680,Brazil
CST-00012681,Brazil
CST-00012682,Brazil
CST-00012683,Brazil
CST-00012684,Brazil
CST-00012685,Brazil
CST-00012686,Brazil
CST-00012687,Brazil
CST-00012688,Brazil
CST-00012689,Brazil
CST-00012690,Brazil
CST-00012691,Brazil
CST-00012692,Brazil
CST-00012693,Brazil
CST-00012694,Brazil
CST-00012695,Brazil
CST-00012696,Brazil
CST-00012697,Brazil
CST-00012698,Brazil
CST-00012699,Brazil
CST-00012700,Brazil
CST-00012701,Brazil
CST-00012702,Brazil
CST-00012703,Brazil
CST-00012704,Brazil
CST-00012705,Brazil
CST-00012706,Brazil
CST-00012707,US
CST-00012708,US
CST-00012709,US
CST-00012710,Canada
CST-00012711,France
CST-00012712,DE
CST-00012713,DE
CST-00012714,DE
CST-00012715,Brazil
CST-00012716,France
CST-00012717,France
CST-00012718,France
CST-00012719,France
CST-00012720,France
CST-00012721,DE
CST-00012722,DE
CST-00012723,France
CST-00012724,DE
CST-00012725,DE
CST-00012726,DE
CST-00012727,France
CST-00012728,DE
CST-00012729,United Kingdom
CST-00012730,United Kingdom
CST-00012731,DE
CST-00012732,France
CST-00012733,United Kingdom
CST-00012734,France
CST-00012735,DE
CST-00012736,DE
CST-00012737,France
CST-00012738,DE
CST-00012739,United Kingdom
CST-00012740,United Kingdom
CST-00012741,DE
CST-00012742,DE
CST-00012743,United Kingdom
CST-00012744,United Kingdom
CST-00012745,United Kingdom
CST-00012746,United Kingdom
CST-00012747,DE
CST-00012748,France
CST-00012749,France
CST-00012750,France
CST-00012751,DE
CST-00012752,France
CST-00012753,France
CST-00012754,France
CST-00012755,US
CST-00012756,US
CST-00012757,US
CST-00012758,US
CST-00012759,US
CST-00012760,Canada
CST-00012761,US
CST-00012762,US
CST-00012763,Canada
CST-00012764,US
CST-00012765,Canada
CST-00012766,US
CST-00012767,US
CST-00012768,US
CST-00012769,US
CST-00012770,US
CST-00012771,US
CST-00012772,US
CST-00012773,US
CST-00012774,US
CST-00012775,US
CST-00012776,US
CST-00012777,US
CST-00012778,US
CST-00012779,US
CST-00012780,US
CST-00012781,Canada
CST-00012782,Canada
CST-00012783,Canada
CST-00012784,US
CST-00012785,Canada
CST-00012786,US
CST-00012787,US
CST-00012788,US
CST-00012789,US
CST-00012790,US
CST-00012791,US
CST-00012792,US
CST-00012793,US
CST-00012794,US
CST-00012795,Canada
CST-00012796,US
CST-00012797,US
CST-00012798,France
CST-00012799,DE
CST-00012800,DE
CST-00012801,DE
CST-00012802,DE
CST-00012803,United Kingdom
CST-00012804,France
CST-00012805,France
CST-00012806,DE
CST-00012807,DE
CST-00012808,United Kingdom
CST-00012809,DE
CST-00012810,DE
CST-00012811,DE
CST-00012812,France
CST-00012813,DE
CST-00012814,DE
CST-00012815,DE
CST-00012816,DE
CST-00012817,France
CST-00012818,France
CST-00012819,France
CST-00012820,France
CST-00012821,France
CST-00012822,DE
CST-00012823,France
CST-00012824,France
CST-00012825,DE
CST-00012826,DE
CST-00012827,DE
CST-00012828,DE
CST-00012829,DE
CST-00012830,France
CST-00012831,DE
CST-00012832,DE
CST-00012833,DE
CST-00012834,France
CST-00012835,DE
CST-00012836,United Kingdom
CST-00012837,DE
CST-00012838,DE
CST-00012839,United Kingdom
CST-00012840,United Kingdom
CST-00012841,France
CST-00012842,France
CST-00012843,France
CST-00012844,DE
CST-00012845,DE
CST-00012846,DE
CST-00012847,United Kingdom
CST-00012848,United Kingdom
CST-00012849,France
CST-00012850,DE
CST-00012851,France
CST-00012852,DE
CST-00012853,United Kingdom
CST-00012854,United Kingdom
CST-00012855,United Kingdom
CST-00012856,United Kingdom
CST-00012857,United Kingdom
CST-00012858,DE
CST-00012859,United Kingdom
CST-00012860,United Kingdom
CST-00012861,United Kingdom
CST-00012862,France
CST-00012863,DE
CST-00012864,United Kingdom
CST-00012865,United Kingdom
CST-00012866,France
CST-00012867,DE
CST-00012868,France
CST-00012869,France
CST-00012870,DE
CST-00012871,United Kingdom
CST-00012872,DE
CST-00012873,United Kingdom
CST-00012874,United Kingdom
CST-00012875,US
CST-00012876,US
CST-00012877,US
CST-00012878,US
CST-00012879,US
CST-00012880,Canada
CST-00012881,US
CST-00012882,US
CST-00012883,US
CST-00012884,US
CST-00012885,US
CST-00012886,US
CST-00012887,US
CST-00012888,US
CST-00012889,US
CST-00012890,US
CST-00012891,US
CST-00012892,Canada
CST-00012893,US
CST-00012894,US
CST-00012895,Canada
CST-00012896,US
CST-00012897,US
CST-00012898,US
CST-00012899,US
CST-00012900,US
CST-00012901,US
CST-00012902,Canada
CST-00012903,Canada
CST-00012904,US
CST-00012905,US
CST-00012906,US
CST-00012907,US
CST-00012908,US
CST-00012909,US
CST-00012910,US
CST-00012911,US
CST-00012912,US
CST-00012913,US
CST-00012914,Canada
CST-00012915,US
CST-00012916,Canada
CST-00012917,US
CST-00012918,US
CST-00012919,Canada
CST-00012920,US
CST-00012921,US
CST-00012922,US
CST-00012923,US
CST-00012924,US
CST-00012925,US
CST-00012926,US
CST-00012927,US
CST-00012928,Canada
CST-00012929,US
CST-00012930,US
CST-00012931,US
CST-00012932,US
CST-00012933,US
CST-00012934,US
CST-00012935,US
CST-00012936,Canada
CST-00012937,US
CST-00012938,US
CST-00012939,Canada
CST-00012940,US
CST-00012941,US
CST-00012942,US
CST-00012943,US
CST-00012944,Canada
CST-00012945,Canada
CST-00012946,US
CST-00012947,US
CST-00012948,US
CST-00012949,US
CST-00012950,US
CST-00012951,US
CST-00012952,US
CST-00012953,US
CST-00012954,US
CST-00012955,US
CST-00012956,US
CST-00012957,US
CST-00012958,US
CST-00012959,Canada
CST-00012960,US
CST-00012961,US
CST-00012962,US
CST-00012963,US
CST-00012964,Canada
CST-00012965,US
CST-00012966,US
CST-00012967,US
CST-00012968,US
CST-00012969,Canada
CST-00012970,Canada
CST-00012971,US
CST-00012972,Canada
CST-00012973,US
CST-00012974,US
CST-00012975,US
CST-00012976,US
CST-00012977,US
CST-00012978,US
CST-00012979,US
CST-00012980,US
CST-00012981,US
CST-00012982,US
CST-00012983,US
CST-00012984,Canada
CST-00012985,US
CST-00012986,Canada
CST-00012987,Brazil
CST-00012988,Brazil
CST-00012989,Brazil
CST-00012990,Brazil
CST-00012991,Brazil
CST-00012992,Brazil
CST-00012993,Brazil
CST-00012994,Brazil
CST-00012995,Brazil
CST-00012996,Brazil
CST-00012997,Brazil
CST-00012998,Brazil
CST-00012999,Brazil
CST-00013000,Brazil
CST-00013001,Brazil
CST-00013002,Brazil
CST-00013003,Brazil
CST-00013004,Brazil
CST-00013005,Brazil
CST-00013006,Brazil
CST-00013007,Brazil
CST-00013008,Brazil
CST-00013009,Brazil
CST-00013010,Brazil
CST-00013011,Brazil
CST-00013012,Brazil
CST-00013013,Brazil
CST-00013014,US
CST-00013015,US
CST-00013016,US
CST-00013017,US
CST-00013018,Brazil
CST-00013019,US
CST-00013020,Brazil
CST-00013021,Brazil
CST-00013022,Brazil
CST-00013023,Brazil
CST-00013024,Brazil
CST-00013025,Brazil
CST-00013026,Brazil
CST-00013027,Canada
CST-00013028,US
CST-00013029,US
CST-00013030,US
CST-00013031,US
CST-00013032,US
CST-00013033,US
CST-00013034,Brazil
CST-00013035,Brazil
CST-00013036,Brazil
CST-00013037,Brazil
CST-00013038,Brazil
CST-00013039,US
CST-00013040,Brazil
CST-00013041,Brazil
CST-00013042,Brazil
CST-00013043,Brazil
CST-00013044,Brazil
CST-00013045,Brazil
CST-00013046,Brazil
CST-00013047,Brazil
CST-00013048,Brazil
CST-00013049,Brazil
CST-00013050,Brazil
CST-00013051,Brazil
CST-00013052,US
CST-00013053,US
CST-00013054,US
CST-00013055,US
CST-00013056,US
CST-00013057,US
CST-00013058,US
CST-00013059,US
CST-00013060,US
CST-00013061,US
CST-00013062,US
CST-00013063,US
CST-00013064,US
CST-00013065,Canada
CST-00013066,US
CST-00013067,US
CST-00013068,US
CST-00013069,US
CST-00013070,US
CST-00013071,Canada
CST-00013072,US
CST-00013073,US
CST-00013074,US
CST-00013075,Brazil
CST-00013076,Brazil
CST-00013077,Brazil
CST-00013078,Brazil
CST-00013079,Brazil
CST-00013080,Brazil
CST-00013081,Brazil
CST-00013082,Brazil
CST-00013083,US
CST-00013084,Canada
CST-00013085,US
CST-00013086,US
CST-00013087,US
CST-00013088,US
CST-00013089,Brazil
CST-00013090,Brazil
CST-00013091,Brazil
CST-00013092,US
CST-00013093,US
CST-00013094,US
CST-00013095,Canada
CST-00013096,Canada
CST-00013097,US
CST-00013098,US
CST-00013099,US
CST-00013100,US
CST-00013101,Canada
CST-00013102,US
CST-00013103,Brazil
CST-00013104,Brazil
CST-00013105,Brazil
CST-00013106,Brazil
CST-00013107,Brazil
CST-00013108,Brazil
CST-00013109,Brazil
CST-00013110,Brazil
CST-00013111,Brazil
CST-00013112,Brazil
CST-00013113,Brazil
CST-00013114,Brazil
CST-00013115,Brazil
CST-00013116,Brazil
CST-00013117,Brazil
CST-00013118,Brazil
CST-00013119,Brazil
CST-00013120,Brazil
CST-00013121,Brazil
CST-00013122,Brazil
CST-00013123,Brazil
CST-00013124,Brazil
CST-00013125,Brazil
CST-00013126,Brazil
CST-00013127,Brazil
CST-00013128,Brazil
CST-00013129,Brazil
CST-00013130,Brazil
CST-00013131,Brazil
CST-00013132,Brazil
CST-00013133,Brazil
CST-00013134,Brazil
CST-00013135,Brazil
CST-00013136,Brazil
CST-00013137,Brazil
CST-00013138,Brazil
CST-00013139,Brazil
CST-00013140,Brazil
CST-00013141,Brazil
CST-00013142,US
CST-00013143,Canada
CST-00013144,Canada
CST-00013145,US
CST-00013146,US
CST-00013147,US
CST-00013148,Canada
CST-00013149,Brazil
CST-00013150,Brazil
CST-00013151,US
CST-00013152,US
CST-00013153,US
CST-00013154,US
CST-00013155,Brazil
CST-00013156,Brazil
CST-00013157,Brazil
CST-00013158,Brazil
CST-00013159,Brazil
CST-00013160,Brazil
CST-00013161,US
CST-00013162,US
CST-00013163,US
CST-00013164,US
CST-00013165,US
CST-00013166,US
CST-00013167,US
CST-00013168,US
CST-00013169,US
CST-00013170,US
CST-00013171,US
CST-00013172,US
CST-00013173,US
CST-00013174,US
CST-00013175,Canada
CST-00013176,US
CST-00013177,US
CST-00013178,US
CST-00013179,Canada
CST-00013180,US
CST-00013181,US
CST-00013182,US
CST-00013183,US
CST-00013184,US
CST-00013185,Canada
CST-00013186,US
CST-00013187,US
CST-00013188,US
CST-00013189,US
CST-00013190,US
CST-00013191,US
CST-00013192,US
CST-00013193,US
CST-00013194,US
CST-00013195,US
CST-00013196,US
CST-00013197,Canada
CST-00013198,Canada
CST-00013199,Canada
CST-00013200,US
CST-00013201,Canada
CST-00013202,US
CST-00013203,US
CST-00013204,US
CST-00013205,US
CST-00013206,Canada
CST-00013207,US
CST-00013208,US
CST-00013209,Canada
CST-00013210,US
CST-00013211,US
CST-00013212,US
CST-00013213,US
CST-00013214,US
CST-00013215,US
CST-00013216,US
CST-00013217,Canada
CST-00013218,US
CST-00013219,US
CST-00013220,US
CST-00013221,US
CST-00013222,Canada
CST-00013223,US
CST-00013224,US
CST-00013225,US
CST-00013226,US
CST-00013227,US
CST-00013228,US
CST-00013229,US
CST-00013230,US
CST-00013231,Canada
CST-00013232,US
CST-00013233,US
CST-00013234,US
CST-00013235,US
CST-00013236,US
CST-00013237,US
CST-00013238,US
CST-00013239,Canada
CST-00013240,US
CST-00013241,Canada
CST-00013242,US
CST-00013243,US
CST-00013244,US
CST-00013245,US
CST-00013246,US
CST-00013247,US
CST-00013248,US
CST-00013249,Canada
CST-00013250,US
CST-00013251,United Kingdom
CST-00013252,United Kingdom
CST-00013253,United Kingdom
CST-00013254,United Kingdom
CST-00013255,DE
CST-00013256,DE
CST-00013257,DE
CST-00013258,DE
CST-00013259,DE
CST-00013260,DE
CST-00013261,DE
CST-00013262,United Kingdom
CST-00013263,France
CST-00013264,DE
CST-00013265,DE
CST-00013266,US
